max given buckets: 10
starting algorithm at: 16:31:29.337928

no optimal variance wanted. using threshold: 0.4
finishing algorithm at: 16:31:29.340226

running time of algorithm: 0:00:00.002298

[(0, -2.77) (0, -2.38) (0, -2.28) (0, -2.13) (0, -2.13) (0, -2.08)
 (0,  0.  ) (0, -0.  ) (0,  0.  ) (0, -0.  ) (0,  0.  ) (0,  0.01)
 (0,  0.01) (0,  0.01) (0,  0.02) (0,  0.02) (0,  0.02) (0,  0.02)
 (0,  0.02) (0,  0.02) (0,  0.02) (0,  0.02) (0,  0.02) (0,  0.03)
 (0,  0.03) (0,  0.03) (0,  0.03) (0,  0.04) (0,  0.04) (0,  0.04)
 (0,  0.04) (0,  0.04) (0,  0.04) (0,  0.04) (0,  0.05) (0,  0.05)
 (0,  0.05) (0,  0.06) (0,  0.06) (0,  0.06) (0,  0.07) (0,  0.07)
 (0,  0.07) (0,  0.08) (0,  0.08) (0,  0.08) (0,  0.08) (0,  0.08)
 (0,  0.09) (0,  0.09) (0,  0.09) (0,  0.1 ) (0,  0.11) (0,  0.11)
 (0,  0.11) (0,  0.12) (0,  0.12) (0,  0.12) (0,  0.12) (0,  0.12)
 (0,  0.13) (0,  0.13) (0,  0.14) (0,  0.14) (0,  0.14) (0,  0.15)
 (0,  0.15) (0,  0.15) (0,  0.16) (0,  0.16) (0,  0.16) (0,  0.16)
 (0,  0.17) (0,  0.17) (0,  0.17) (0,  0.17) (0,  0.17) (0,  0.18)
 (0,  0.18) (0,  0.19) (0,  0.19) (0,  0.19) (0,  0.19) (0,  0.19)
 (0,  0.19) (0,  0.19) (0,  0.19) (0,  0.2 ) (0,  0.2 ) (0,  0.2 )
 (0,  0.2 ) (0,  0.21) (0,  0.21) (0,  0.21) (0,  0.21) (0,  0.21)
 (0,  0.22) (0,  0.22) (0,  0.23) (0,  0.23) (0,  0.23) (0,  0.23)
 (0,  0.24) (0,  0.24) (0,  0.24) (0,  0.24) (0,  0.24) (0,  0.25)
 (0,  0.25) (0,  0.25) (0,  0.26) (0,  0.26) (0,  0.27) (0,  0.28)
 (0,  0.28) (0,  0.28) (0,  0.29) (0,  0.29) (0,  0.29) (0,  0.29)
 (0,  0.29) (0,  0.29) (0,  0.3 ) (0,  0.3 ) (0,  0.3 ) (0,  0.3 )
 (0,  0.3 ) (0,  0.31) (0,  0.31) (0,  0.31) (0,  0.31) (0,  0.32)
 (0,  0.33) (0,  0.33) (0,  0.33) (0,  0.33) (0,  0.33) (0,  0.34)
 (0,  0.34) (0,  0.34) (0,  0.34) (0,  0.34) (0,  0.34) (0,  0.35)
 (0,  0.35) (0,  0.35) (0,  0.36) (0,  0.36) (0,  0.36) (0,  0.36)
 (0,  0.36) (0,  0.36) (0,  0.37) (0,  0.37) (0,  0.37) (0,  0.37)
 (0,  0.38) (0,  0.38) (0,  0.38) (0,  0.38) (0,  0.38) (0,  0.38)
 (0,  0.39) (0,  0.39) (0,  0.39) (0,  0.4 ) (0,  0.4 ) (0,  0.41)
 (0,  0.41) (0,  0.41) (0,  0.41) (0,  0.41) (0,  0.41) (0,  0.42)
 (0,  0.42) (0,  0.42) (0,  0.42) (0,  0.42) (0,  0.43) (0,  0.43)
 (0,  0.44) (0,  0.44) (0,  0.45) (0,  0.45) (0,  0.45) (0,  0.46)
 (0,  0.46) (0,  0.46) (0,  0.46) (0,  0.47) (0,  0.47) (0,  0.47)
 (0,  0.47) (0,  0.47) (0,  0.47) (0,  0.48) (0,  0.48) (0,  0.48)
 (0,  0.49) (0,  0.49) (0,  0.49) (0,  0.5 ) (0,  0.5 ) (0,  0.5 )
 (0,  0.5 ) (0,  0.5 ) (0,  0.5 ) (1,  0.51) (1,  0.51) (1,  0.51)
 (1,  0.51) (1,  0.52) (1,  0.52) (1,  0.52) (1,  0.53) (1,  0.53)
 (1,  0.53) (1,  0.53) (1,  0.53) (1,  0.54) (1,  0.54) (1,  0.54)
 (1,  0.55) (1,  0.56) (1,  0.56) (1,  0.56) (1,  0.56) (1,  0.56)
 (1,  0.56) (1,  0.57) (1,  0.57) (1,  0.57) (1,  0.57) (1,  0.57)
 (1,  0.57) (1,  0.58) (1,  0.58) (1,  0.58) (1,  0.59) (1,  0.59)
 (1,  0.59) (1,  0.59) (1,  0.6 ) (1,  0.6 ) (1,  0.6 ) (1,  0.61)
 (1,  0.61) (1,  0.61) (1,  0.61) (1,  0.62) (1,  0.62) (1,  0.62)
 (1,  0.63) (1,  0.63) (1,  0.63) (1,  0.63) (1,  0.63) (1,  0.64)
 (1,  0.64) (1,  0.64) (1,  0.64) (1,  0.64) (1,  0.65) (1,  0.65)
 (1,  0.65) (1,  0.65) (1,  0.66) (1,  0.67) (1,  0.68) (1,  0.68)
 (1,  0.69) (1,  0.69) (1,  0.7 ) (1,  0.7 ) (1,  0.7 ) (1,  0.7 )
 (1,  0.7 ) (1,  0.7 ) (1,  0.7 ) (1,  0.71) (1,  0.71) (1,  0.71)
 (1,  0.71) (1,  0.71) (1,  0.71) (1,  0.72) (1,  0.72) (1,  0.72)
 (1,  0.73) (1,  0.73) (1,  0.73) (1,  0.73) (1,  0.73) (1,  0.73)
 (1,  0.74) (1,  0.74) (1,  0.74) (1,  0.74) (1,  0.75) (1,  0.75)
 (1,  0.75) (1,  0.75) (1,  0.76) (1,  0.77) (1,  0.77) (1,  0.77)
 (1,  0.77) (1,  0.77) (1,  0.78) (1,  0.78) (1,  0.78) (1,  0.78)
 (1,  0.79) (1,  0.79) (1,  0.79) (1,  0.8 ) (1,  0.8 ) (1,  0.81)
 (1,  0.81) (1,  0.81) (1,  0.81) (1,  0.81) (1,  0.81) (1,  0.82)
 (1,  0.82) (1,  0.82) (1,  0.82) (1,  0.82) (1,  0.83) (1,  0.83)
 (1,  0.83) (1,  0.83) (1,  0.83) (1,  0.83) (1,  0.83) (1,  0.84)
 (1,  0.84) (1,  0.85) (1,  0.85) (1,  0.85) (1,  0.85) (1,  0.85)
 (1,  0.86) (1,  0.86) (1,  0.86) (1,  0.87) (1,  0.88) (1,  0.88)
 (1,  0.88) (1,  0.89) (1,  0.89) (1,  0.89) (1,  0.89) (1,  0.89)
 (1,  0.9 ) (1,  0.9 ) (1,  0.91) (1,  0.91) (1,  0.92) (1,  0.92)
 (1,  0.92) (1,  0.93) (1,  0.93) (1,  0.94) (1,  0.94) (1,  0.94)
 (1,  0.94) (1,  0.95) (1,  0.95) (1,  0.95) (1,  0.95) (1,  0.95)
 (1,  0.96) (1,  0.96) (1,  0.96) (1,  0.97) (1,  0.97) (1,  0.97)
 (1,  0.97) (1,  0.98) (1,  0.99) (1,  0.99) (1,  0.99) (1,  0.99)
 (1,  1.  ) (1,  1.  ) (1,  1.  ) (1,  1.  ) (1,  1.  ) (1,  1.  )
 (1,  1.  ) (1,  1.  ) (1,  1.  ) (1,  1.01) (1,  1.01) (1,  1.01)
 (1,  1.01) (1,  1.02) (1,  1.02) (1,  1.02) (1,  1.03) (1,  1.03)
 (1,  1.03) (1,  1.03) (1,  1.03) (1,  1.03) (1,  1.03) (1,  1.03)
 (1,  1.04) (1,  1.04) (1,  1.05) (1,  1.05) (1,  1.05) (1,  1.05)
 (1,  1.05) (1,  1.06) (1,  1.06) (1,  1.06) (1,  1.06) (1,  1.07)
 (1,  1.08) (1,  1.08) (1,  1.08) (1,  1.08) (1,  1.08) (1,  1.08)
 (1,  1.09) (1,  1.09) (1,  1.09) (1,  1.1 ) (1,  1.1 ) (1,  1.1 )
 (1,  1.1 ) (1,  1.11) (1,  1.11) (1,  1.12) (1,  1.12) (1,  1.12)
 (1,  1.13) (1,  1.13) (1,  1.14) (1,  1.14) (1,  1.14) (1,  1.14)
 (1,  1.14) (1,  1.14) (1,  1.14) (1,  1.14) (1,  1.15) (1,  1.15)
 (1,  1.15) (1,  1.16) (1,  1.16) (1,  1.16) (1,  1.17) (1,  1.17)
 (1,  1.17) (1,  1.18) (1,  1.18) (1,  1.18) (1,  1.18) (1,  1.18)
 (1,  1.19) (1,  1.19) (1,  1.19) (1,  1.19) (1,  1.2 ) (1,  1.2 )
 (1,  1.2 ) (1,  1.21) (1,  1.21) (1,  1.21) (1,  1.21) (1,  1.21)
 (1,  1.21) (1,  1.22) (1,  1.22) (1,  1.22) (1,  1.22) (1,  1.23)
 (1,  1.23) (1,  1.23) (1,  1.24) (1,  1.24) (1,  1.24) (1,  1.24)
 (1,  1.24) (1,  1.24) (1,  1.24) (1,  1.25) (1,  1.25) (1,  1.25)
 (1,  1.26) (1,  1.26) (1,  1.26) (1,  1.26) (1,  1.26) (1,  1.26)
 (1,  1.27) (1,  1.27) (1,  1.28) (1,  1.29) (1,  1.29) (1,  1.3 )
 (1,  1.3 ) (1,  1.31) (1,  1.31) (1,  1.31) (1,  1.31) (1,  1.31)
 (1,  1.33) (1,  1.33) (1,  1.33) (1,  1.34) (1,  1.34) (1,  1.34)
 (1,  1.34) (1,  1.34) (1,  1.34) (1,  1.34) (1,  1.35) (1,  1.35)
 (1,  1.36) (1,  1.36) (1,  1.36) (1,  1.37) (1,  1.39) (1,  1.39)
 (1,  1.39) (1,  1.4 ) (1,  1.4 ) (1,  1.4 ) (1,  1.41) (1,  1.41)
 (1,  1.42) (1,  1.42) (1,  1.43) (1,  1.43) (1,  1.44) (1,  1.44)
 (1,  1.46) (1,  1.46) (1,  1.46) (1,  1.47) (1,  1.47) (1,  1.48)
 (1,  1.48) (1,  1.49) (1,  1.49) (1,  1.49) (1,  1.5 ) (1,  1.5 )
 (1,  1.51) (1,  1.51) (1,  1.52) (1,  1.52) (1,  1.52) (1,  1.52)
 (1,  1.53) (1,  1.53) (1,  1.53) (1,  1.54) (1,  1.54) (1,  1.54)
 (1,  1.54) (1,  1.54) (1,  1.55) (1,  1.55) (1,  1.56) (1,  1.56)
 (1,  1.57) (1,  1.57) (1,  1.57) (1,  1.57) (1,  1.57) (1,  1.58)
 (1,  1.59) (1,  1.59) (1,  1.6 ) (1,  1.6 ) (1,  1.61) (1,  1.62)
 (1,  1.62) (1,  1.63) (1,  1.63) (1,  1.63) (1,  1.63) (1,  1.64)
 (1,  1.64) (1,  1.64) (1,  1.64) (1,  1.65) (1,  1.66) (1,  1.66)
 (1,  1.67) (1,  1.67) (1,  1.68) (1,  1.68) (1,  1.69) (1,  1.69)
 (1,  1.7 ) (1,  1.7 ) (1,  1.7 ) (1,  1.71) (1,  1.71) (1,  1.72)
 (1,  1.73) (1,  1.75) (1,  1.76) (1,  1.77) (1,  1.77) (1,  1.77)
 (1,  1.77) (1,  1.77) (1,  1.78) (1,  1.78) (1,  1.79) (1,  1.79)
 (1,  1.79) (1,  1.79) (1,  1.79) (1,  1.8 ) (1,  1.8 ) (1,  1.81)
 (1,  1.82) (1,  1.82) (1,  1.82) (1,  1.83) (1,  1.83) (1,  1.84)
 (1,  1.85) (1,  1.86) (1,  1.87) (1,  1.87) (1,  1.88) (1,  1.88)
 (1,  1.89) (1,  1.9 ) (1,  1.91) (1,  1.91) (1,  1.91) (1,  1.91)
 (1,  1.92) (1,  1.93) (1,  1.93) (1,  1.94) (1,  1.94) (1,  1.95)
 (1,  1.95) (1,  1.96) (1,  1.96) (1,  1.97) (1,  1.97) (1,  1.97)
 (1,  1.97) (1,  1.99) (1,  2.  ) (1,  2.  ) (1,  2.  ) (1,  2.01)
 (1,  2.02) (1,  2.03) (1,  2.05) (1,  2.08) (1,  2.08) (1,  2.08)
 (1,  2.09) (1,  2.09) (1,  2.1 ) (1,  2.1 ) (1,  2.12) (1,  2.14)
 (1,  2.15) (1,  2.15) (1,  2.18) (1,  2.18) (1,  2.21) (1,  2.22)
 (1,  2.24) (1,  2.24) (1,  2.24) (1,  2.26) (1,  2.28) (1,  2.3 )
 (1,  2.3 ) (1,  2.31) (1,  2.35) (1,  2.36) (1,  2.37) (1,  2.37)
 (1,  2.38) (1,  2.38) (1,  2.39) (1,  2.39) (1,  2.39) (1,  2.39)
 (1,  2.45) (1,  2.46) (1,  2.47) (1,  2.53) (1,  2.54) (1,  2.6 )
 (1,  2.61) (1,  2.71) (1,  2.73) (1,  2.81) (1,  3.1 ) (1,  3.19)
 (1,  3.19) (1,  3.22) (1,  3.36) (1,  4.53)]


analyzing the results:
number of max cluster size: 10
number of actually used clusters: 2
min value of all elements: -2.77
max value of all elements: 4.53
mean of all elements: 0.50271
median of all elements: 0.52
standard deviation of all elements: 0.9831733091881614
variance of all elements: 0.9666297559
distribution of all clusters: [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]

cluster #0: 	sum elements:495  	min value: -2.77 	max value: 0.5 	mean: -0.3 	std deviation: 0.603 	median: -0.19
cluster #0 homoscedasticity NOT given with ratio = 9.53265625
cluster #1: 	sum elements:505  	min value: 0.51 	max value: 4.53 	mean: 1.3 	std deviation: 0.568 	median: 1.18
cluster #1 homoscedasticity NOT given with ratio = 16.716712065374143
homoscedasticity given for 0 of 2 used clusters

number of elements: 1000

built clusters:
cluster #0: -2.77 -- 0.5 (495)
cluster #1: 0.51 -- 4.53 (505)

score even distribution (SED) MAX: 2.50e+05
score even distribution (SED) MAX: 249975.0
SED number of digits: 6

number of used clusters (NUC) MAX: 0.2

sum variances (SV) MIN: 0.6858403072298429
sum variances (SV) MIN: 6.86e-01
ratio between SED and sv digits MAX: 0
SUM: NUC(MAX): 0.2	 SED(MAX): 2.50e+05	 SV(MIN): 6.86e-01

Mean Silhouette Coefficient of all clusters MSC(MAX): 0.56
(best value is 1 and the worst value is -1. Values near 0 indicate overlapping clusters)

Davies-Bouldin score DB(MIN): 0.59
(The minimum score is zero, with lower values indicating better clustering.)

Process finished with exit code 0
